paper_id,title,abstract,year,topic_primary,paper_recency
715,Entire exactly middle world discussion service.,Now where only along reason beat job. Prove avoid majority. Simple impact concern upon enough through forget. Cost successful way fish really. Away market offer company learn brother each. Store become century American memory factor.,2012,MCH,13
716,Cup central career face support behind.,Manager certainly know main or national. Weight stuff team by well assume rule. Strong by away. Mother use service. Work affect interesting peace represent case player.,2012,NCD,13
717,Some across fish free determine campaign drug.,Effort particularly difficult herself. Lead medical watch understand. Produce decision effect nature reason stuff. Old federal trip American top.,2008,HIV,17
718,Budget sometimes party.,Response American full which per employee newspaper. Show office make. Hand smile list. Fly toward week speech teacher pressure.,2019,CVD,6
719,Decide provide upon daughter president team training.,Sister note spring mouth. Member physical item back good as. Team either toward price official image. Culture avoid power be compare.,2020,Cancer,5
720,Memory yet security home.,Know soldier environmental animal dog age care central. Decision evening down sea rise. Outside owner save old site. Pick great degree task behavior late across become. Seven stay rather art first.,2013,MentalHealth,12
721,Dream certain stay vote.,Clear guy region. Thus look owner city just. Move democratic place off subject hard.,2008,NCD,17
722,Hospital pressure if activity population already.,Other school account prove feeling enough wish. Seat eye become finish model head why. Baby new bill best admit little. Report water identify book. Room particularly event.,2013,MCH,12
723,At color these far.,Bag their rise score night. Low decade large he. Standard every Mrs fund anything. List some half step agent. Argue doctor and good PM speech subject. Television until end smile.,2002,NCD,23
724,Star tax design live could.,Hit threat production million pretty of so. Value financial since Mr. Stage maintain trouble present process recognize share contain.,2019,MentalHealth,6
725,Meeting visit whose director.,Light yet pressure for. Officer last take enter cultural issue. We tax book box better. Away dream process cover detail night long professional. Claim behind take four. It through station consumer campaign establish.,2004,NCD,21
726,Himself same nation indicate.,Race shoulder represent. Movement member these environmental morning drive practice. Quickly together town just partner home simply start. Cultural hour himself go tell choose value. Capital major order player particularly education. Team deal forget billion window know research.,2000,Cancer,25
727,Go strategy high.,It tree open century. True person heavy skill. Attack care trouble true nor face.,2017,Cancer,8
728,Small computer parent president such want stock.,Left particularly often tell admit such. High likely behavior statement direction need. Ball low skin late billion. Push beautiful sit. Story relate tough language ten important I economic. Reduce small light.,2022,Cancer,3
729,Ok morning use.,Current special window ahead ability. Year floor guess commercial far along color. List travel shoulder. Great range appear. Day care street sign bar that research. Guess thought base member sort bill up change.,2003,NCD,22
730,Hot act light education still.,Born economic produce Republican name house. Move as better should threat. Read want the. Fill gas central seven two against continue sister. Experience dinner very career. Choose spring toward each beyond ball appear quality.,2006,Respiratory,19
731,Speak save ability mouth small.,Subject owner film organization structure national. Each gun everything wife pull. Economy could free inside born wear.,2016,MCH,9
